doc_id,sentence,mtp_words,mtp_type
9454859,"Det er den tredjebedste europæiske i turnering målt på sportsligt niveau, men den bedst opnåelige for Bakken.",målt,single_word
9454859,"Det skyldes, at de to stærkeste europæiske turneringer, EuroLeague og EuroCup, er privatligaer.",stærkeste,single_word
9323469,Hiver og flår i Dreyer - FCM med i kampen,Hiver,single_word
9323469,Hiver og flår i Dreyer - FCM med i kampen,flår,single_word
9323469,Hiver og flår i Dreyer - FCM med i kampen,kampen,single_word
9323469,"Der er enorm interesse for Anders Dreyer, der meget snart skal beslutte, hvor fremtiden skal foregå",enorm,single_word
9323469,"Anders Dreyer kommer ikke til at bekymre sig, hvor han skal spille den kommende sæson.",kommende,single_word
9323469,"For interessen for det stærke offensive kort er enorm her, hvor han kvit og frit kan finde en klub for den kommende sæson, efter FIFA, det internationale fodboldforbund, har besluttet, at spillere i både Ukraine og Rusland kan suspendere deres kontrakter for den kommende sæson.",kort,single_word
9323469,"For interessen for det stærke offensive kort er enorm her, hvor han kvit og frit kan finde en klub for den kommende sæson, efter FIFA, det internationale fodboldforbund, har besluttet, at spillere i både Ukraine og Rusland kan suspendere deres kontrakter for den kommende sæson.",enorm,single_word
9323469,"For interessen for det stærke offensive kort er enorm her, hvor han kvit og frit kan finde en klub for den kommende sæson, efter FIFA, det internationale fodboldforbund, har besluttet, at spillere i både Ukraine og Rusland kan suspendere deres kontrakter for den kommende sæson.",stærke,single_word
9323469,"For interessen for det stærke offensive kort er enorm her, hvor han kvit og frit kan finde en klub for den kommende sæson, efter FIFA, det internationale fodboldforbund, har besluttet, at spillere i både Ukraine og Rusland kan suspendere deres kontrakter for den kommende sæson.",kommende,single_word
9323469,Ifølge Ekstra Bladet oplysninger er der lige nu enorm interesse for 24-årige Anders Dreyer.,enorm,single_word
9323469,"Klubber i Bundesligaen, Serie A og Super Lig i Tyrkiet er i førerfeltet, ligesom FC Midtjylland også er med i kampen om at få Anders Dreyer til at fortsætte det succesfulde ophold på heden i den kommende sæson.",førerfeltet,single_word
9323469,"Klubber i Bundesligaen, Serie A og Super Lig i Tyrkiet er i førerfeltet, ligesom FC Midtjylland også er med i kampen om at få Anders Dreyer til at fortsætte det succesfulde ophold på heden i den kommende sæson.",kommende,single_word
9323469,Han var også med til at sikre midtjyderne en pokaltriumf undervejs.,undervejs,single_word
9323469,"Nu kæmper Svend Graversen for, at den teknisk velfunderede kantspiller vælger at fortsætte i FC Midtjylland i den kommende sæson, hvor klubben samlet blot skal vinde én kval-runde for at være sikre på et europæisk gruppespil.",kommende,single_word
9323469,"De får tre chancer, hvis de kikser undervejs.",undervejs,single_word
9323469,"Det står lysende klart, at Anders Dreyer på intet tidspunkt kommer til at vende retur til Rubin Kazan, selv om han er på kontrakt frem til sommeren 2025.",lysende,single_word
9323469,"Det står lysende klart, at Anders Dreyer på intet tidspunkt kommer til at vende retur til Rubin Kazan, selv om han er på kontrakt frem til sommeren 2025.",klart,single_word
9323469,Klubben rykkede i denne sæson ud af den bedste russiske række.,række,single_word
9323469,Klubben rykkede i denne sæson ud af den bedste russiske række.,rykkede,single_word
9098140,Straffer danske stjerner,Straffer,single_word
9098140,Straffer danske stjerner,stjerner,single_word
9098140,"Kort efter OL i Tokyo meldte Anders Antonsen og Viktor Axelsen afbud til DM, og det får de en bøde for",Kort,single_word
9098140,Begge spillere skal således hoste op med 25.,op med,MultiWordExpression
9098140,Begge spillere skal således hoste op med 25.,hoste op,MultiWordExpression
9098140,"Anders Antonsen har i en video på Youtube afsløret sagen, og Badminton Danmark bekræfter over for TV 2 Sport, at de to stjernespillere må have pungen op af lommen.",have pungen,MultiWordExpression
9098140,"Anders Antonsen har i en video på Youtube afsløret sagen, og Badminton Danmark bekræfter over for TV 2 Sport, at de to stjernespillere må have pungen op af lommen.",pungen op,MultiWordExpression
9098140,"Anders Antonsen har i en video på Youtube afsløret sagen, og Badminton Danmark bekræfter over for TV 2 Sport, at de to stjernespillere må have pungen op af lommen.",op af,MultiWordExpression
9098140,"Anders Antonsen har i en video på Youtube afsløret sagen, og Badminton Danmark bekræfter over for TV 2 Sport, at de to stjernespillere må have pungen op af lommen.",af lommen,MultiWordExpression
9098140,"Årsagen, til at de to har fået en bøde, er, at de gennem landsholdsaftalen var forpligtet til at stille op til DM, medmindre de var syge eller skadede.",stille op,MultiWordExpression
9098140,"Axelsen og Antonsen begrundede deres afbud med fysisk og mental udbrændthed, efter at de kort forinden havde været til OL i Tokyo.",kort,single_word
9098140,"- Vi har forpligtelse til at handle og sanktionere, når man bryder den kollektive landsholdsaftale, siger direktør i Badminton Danmark Bo Jensen.",bryder,single_word
9098140,"- Spillerne forventer jo også den anden vej, at vi overholder vores del af aftalen.",vej,single_word
9098140,"Anders Antonsen fortæller TV 2 Sport, at han dengang fik det indtryk, at dokumentation ikke kunne ændre på de sanktioner, han fik at vide, han kunne blive udsat for.",udsat,single_word
9098140,- Jeg var fuldstændig drænet for energi fysisk og mentalt.,drænet,single_word
9098140,"Jeg havde givet alt, hvad jeg havde i træningen op til OL og i min indsats til OL.",havde,single_word
9098140,"Jeg havde givet alt, hvad jeg havde i træningen op til OL og i min indsats til OL.",indsats,single_word
9098140,"Jeg havde givet alt, hvad jeg havde i træningen op til OL og i min indsats til OL.",givet,single_word
9098140,"- Og mentalt var jeg ekstremt skuffet efter mit kvartfinalenederlag, siger han med henvisning til nederlaget, der sendte ham ud af det OL, som Viktor Axelsen vandt.",sendte,single_word
9098140,Victor Svendsen vandt i august DM i stjernernes fravær.,stjernernes,single_word
9213902,Danske tenniskvinder får store klø,store,single_word
9213902,Ungarn tævede det uprøvede danske hold med 3-0 efter tre opgør med åbenlys klasseforskel,tævede,single_word
9213902,"Danmarks tenniskvinder tabte onsdag for tredje dag i træk i turneringen Billie Jean King Cup, som afvikles fra mandag til fredag i Tyrkiet.",tabte,single_word
9213902,"Som ventet var gruppefavoritten Ungarn en for stor mundfuld for de unge danskere, og det sluttede 3-0 uden for alvor at have været spændende.",mundfuld,single_word
9213902,"Som ventet var gruppefavoritten Ungarn en for stor mundfuld for de unge danskere, og det sluttede 3-0 uden for alvor at have været spændende.",stor,single_word
9213902,"16-årige Rebecca Munk Mortensen åbnede dysten med et 0-6, 1-6-nederlag til verdens nummer 140, Réka Jani, i en kamp, der varede blot 47 minutter.",åbnede,single_word
9213902,"Herefter tabte Danmarks ældste og højst rangerede spiller på holdet, 22-årige Sofia Samavati, med 1-6, 2-6 til Panna Udvardy, der er nummer 82 på den seneste verdensrangliste.",tabte,single_word
9213902,"Herefter tabte Danmarks ældste og højst rangerede spiller på holdet, 22-årige Sofia Samavati, med 1-6, 2-6 til Panna Udvardy, der er nummer 82 på den seneste verdensrangliste.",højst,single_word
9213902,"Slutteligt forsøgte Samavati sammen med 17-årige Johanne Svendsen at pynte på resultatet mod den ungarske double, men det endte 6-2, 6-4 til Ungarn, som dermed har vundet sine to første gruppekampe.",pynte,single_word
9213902,Der blev ikke givet noget ved dørene.,ved dørene,MultiWordExpression
9213902,Der blev ikke givet noget ved dørene.,givet ved,MultiWordExpression
9213902,Der blev ikke givet noget ved dørene.,ikke givet,MultiWordExpression
9213902,"Det var en kamp, vi har glædet os til og som vi tager en masse læring med os fra, siger han i en pressemeddelelse fra Dansk Tennis Forbund.",tager,single_word
9213902,"Mandag tabte Danmark 1-2 til værtsnationen Tyrkiet, og tirsdag blev det også 1-2 mod Serbien.",tabte,single_word
9213902,"Lørdag møder Danmark et hold fra den modsatte gruppe i Europe/Africa Group I, der er det tredjehøjeste landskampsniveau for kvinder.",højeste,single_word
9213902,"Lørdag møder Danmark et hold fra den modsatte gruppe i Europe/Africa Group I, der er det tredjehøjeste landskampsniveau for kvinder.",niveau,single_word
9213902,"Danmark må denne gang klare sig uden Clara Tauson, der er nummer 38 i verden.",gang,single_word
9213902,Hun meldte i marts afbud til fordel for 'en opbygningsfase til et tætpakket program de efterfølgende seks til otte måneder' ifølge Dansk Tennis Forbund.,tætpakket,single_word
9309149,"Overvejer man en tur til stranden de kommende dage, skal man undgå havskum på stranden på en godt 35 kilometer lang strækning ved den jyske vestkyst.",godt,single_word
9309149,"Der er tale om forhøjede niveauer af såkaldt PFAS, skriver Lemvig Kommune i en pressemeddelelse.",niveauer,single_word
9309149,"Der er tale om forhøjede niveauer af såkaldt PFAS, skriver Lemvig Kommune i en pressemeddelelse.",forhøjede,single_word
9309149,"Meget tyder på, at kilden til PFAS-forureningen skal findes i Vesterhavet, siger direktør for teknik og miljø Claus Borg fra Lemvig Kommune.",kilden,single_word
9309149,"– Det er vigtigt for os at understrege, at selvom der er fundet forurening med PFAS, så er det ikke forbundet med en sundhedsrisiko at bade i området eller at opholde sig eller lege på stranden, fortsætter direktøren.",understrege,single_word
9309149,"– Det er vigtigt for os at understrege, at selvom der er fundet forurening med PFAS, så er det ikke forbundet med en sundhedsrisiko at bade i området eller at opholde sig eller lege på stranden, fortsætter direktøren.",forbundet,single_word
9109649,Danmark sender 6.,sender,single_word
9109649,"Vennerne er i chok, og hovedpersonen selv, Mishti Dixit, er dybt ulykkelig.",dybt,single_word
9109649,februar får hun enkeltbillet til Indien i 20 års fødselsdagsgave af Danmark.,fødselsdagsgave,single_word
9109649,"'Styrelsen for International Rekruttering og Integration inddrager hermed din opholdstilladelse i Danmark som medfølgende familiemedlem til Akanksha Roy, idet grundlaget for din opholdstilladelse ikke længere er til stede, fordi Akanksha Roy nu er dansk statsborger.",til stede,MultiWordExpression
9109649,"'Styrelsen for International Rekruttering og Integration inddrager hermed din opholdstilladelse i Danmark som medfølgende familiemedlem til Akanksha Roy, idet grundlaget for din opholdstilladelse ikke længere er til stede, fordi Akanksha Roy nu er dansk statsborger.",grundlaget,single_word
9109649,"Straffes for lang sagsbehandling Med afgørelsen er Mishtis opholdsgrundlag frafaldet, fordi hun før var tilknyttet sin mors permanente opholdstilladelse, og fordi hun ikke var under 18 år, da SIRI's afgørelse faldt, kan hun heller ikke blive statsborger.",lang,single_word
9109649,"Straffes for lang sagsbehandling Med afgørelsen er Mishtis opholdsgrundlag frafaldet, fordi hun før var tilknyttet sin mors permanente opholdstilladelse, og fordi hun ikke var under 18 år, da SIRI's afgørelse faldt, kan hun heller ikke blive statsborger.",grundlag,single_word
9109649,"Jeg søgte i 2018 dansk statsborgerskab, der inkluderede min datter, men sagsbehandlingen tog over to år og i mellemtiden fyldte Mitshti 18 år.",tog,single_word
9109649,"Jeg søgte i 2018 dansk statsborgerskab, der inkluderede min datter, men sagsbehandlingen tog over to år og i mellemtiden fyldte Mitshti 18 år.",søgte,single_word
9109649,"- Vi lever normalt et helt almindeligt liv, men da min datter fik 30 dage til at forlade Danmark, fordi jeg blev dansk statsborger, væltede vores verden sammen.",væltede,single_word
9109649,Der venter intet liv for Mitshi i Indien.,venter,single_word
9109649,"Intet svar fra ministeriet Hun bliver suppleret af Mishti Dixit danske stedfar, Lars Friis, der driver egen virksomhed og er direktør.",driver,single_word
9109649,"- Det helt forrykte her er jo, at hvis du har permanent opholdstilladelse, men bliver dansk statsborger, så bliver den person på din permanente opholdstilladelse smidt ud.",smidt ud,MultiWordExpression
9109649,"- Vi har forsøgt at køre sagen med advokat, og vi ville egentlig undgå medierne, men nu er vi kommet så tæt på deadline, og de svarer os ikke inde i ministeriet, så vi er grebet af panik, siger Lars Friis.",tæt,single_word
9109649,"- Vi har forsøgt at køre sagen med advokat, og vi ville egentlig undgå medierne, men nu er vi kommet så tæt på deadline, og de svarer os ikke inde i ministeriet, så vi er grebet af panik, siger Lars Friis.",kommet,single_word
9109649,"- Vi har forsøgt at køre sagen med advokat, og vi ville egentlig undgå medierne, men nu er vi kommet så tæt på deadline, og de svarer os ikke inde i ministeriet, så vi er grebet af panik, siger Lars Friis.",grebet,single_word
9109649,"- Vi har forsøgt at køre sagen med advokat, og vi ville egentlig undgå medierne, men nu er vi kommet så tæt på deadline, og de svarer os ikke inde i ministeriet, så vi er grebet af panik, siger Lars Friis.",køre,single_word
9109649,"januar, har familien gjort alt i deres magt til at ændre beslutningen, men uden held.",magt,single_word
9109649,"januar, har familien gjort alt i deres magt til at ændre beslutningen, men uden held.",alt,single_word
9109649,"- Set i bagklogskabens klare lys skulle vi have inddraget en advokat tidligere, siger Lars Friis.",klare lys,CHUNK
9109649,"- Set i bagklogskabens klare lys skulle vi have inddraget en advokat tidligere, siger Lars Friis.",Set,single_word
9109649,"I Indien er reglerne som udgangspunkt, at faren får fuld forældremyndighed, når mor og far går fra hinanden.",fuld,single_word
9109649,Efter syv år fik Akhansha Roy endelig den fulde forældremyndighed over Mishti.,fulde,single_word
9109649,En kamp som Akhansha tog sideløbende med sit fuldtidsjob hos Novo Nordisk.,kamp,single_word
9109649,En kamp som Akhansha tog sideløbende med sit fuldtidsjob hos Novo Nordisk.,tog,single_word
9109649,Siden har Mishti Dixit gjort alt i sin magt for at integrere sig.,alt,single_word
9109649,Siden har Mishti Dixit gjort alt i sin magt for at integrere sig.,magt,single_word
9109649,"Hun tog et intensivt sprogforløb, som hun gennemførte på den halve tid.",tog,single_word
9109649,"Hun tog et intensivt sprogforløb, som hun gennemførte på den halve tid.",halve,single_word
9109649,klasse udtaget til et treårigt science-forløb for højtbegavede elever.,udtaget,single_word
9109649,Nu går hun i 3.,går,single_word
9109649,"g på Frederiksberg Gymnasium, og efter planen skulle hun have sat huen på sit hoved som bevis på tre års hårdt arbejde.",planen,single_word
9109649,"g på Frederiksberg Gymnasium, og efter planen skulle hun have sat huen på sit hoved som bevis på tre års hårdt arbejde.",hårdt,single_word
9109649,"Alt det er nu revet væk under hende, fordi hendes mor fik et dansk statsborgerskab.",revet væk,MultiWordExpression
9109649,"Lovforslag på vej Et beslutningsforslag, der blev stillet af Radikale Venstre, er allerede på trapperne.",på vej,MultiWordExpression
9109649,"Lovforslag på vej Et beslutningsforslag, der blev stillet af Radikale Venstre, er allerede på trapperne.",på trapperne,MultiWordExpression
9109649,"Lovforslag på vej Et beslutningsforslag, der blev stillet af Radikale Venstre, er allerede på trapperne.",stillet,single_word
9109649,"Konfrontation: Mattias Tesfaye forholder sig til kritikken af vanvittigt bøvlede regler, 25/6-21 (familiesammenføring, opholdstilladelse, udlændinge, integration, danskernes umulige kærlighed)",Konfrontation,single_word
9109649,"Konfrontation: Mattias Tesfaye forholder sig til kritikken af vanvittigt bøvlede regler, 25/6-21 (familiesammenføring, opholdstilladelse, udlændinge, integration, danskernes umulige kærlighed)",vanvittigt,single_word
9154369,Putin begrænser exit af udenlandske valutaer fra Rusland,begrænser,single_word
9154369,"Vladimir Putin har underskrevet et dekret, der sigter efter at holde udenlandske valutaer i Rusland",sigter,single_word
9154369,"Vladimir Putin har underskrevet et dekret, der sigter efter at holde udenlandske valutaer i Rusland",holde,single_word
9154369,"Fra onsdag er det forbudt at rejse ud af Rusland med mere end det, der svarer til 10.",svarer til,MultiWordExpression
9154369,Det svarer til cirka 67.,svarer,single_word
9154369,Det svarer til cirka 67.,til,single_word
9154369,"Det sker, efter at landets præsident, Vladimir Putin, sent tirsdag aften underskrev et dekret, der skal 'sikre Ruslands økonomiske stabilitet'.",stabilitet,single_word
9154369,Det oplyser den russiske regerings presseafdeling ifølge det russiske nyhedsbureau Tass.,oplyser,single_word
9154369,"De skal blandt andet hindre landets adgang til internationale valuta, som eksempelvis den amerikanske dollar, som benyttes i mange internationale handler.",adgang,single_word
9154369,"Sanktionerne er blevet indført som svar på Ruslands invasion af nabolandet Ukraine, som blev påbegyndt torsdag i sidste uge.",svar,single_word
9154369,"Siden har prorussiske separatister taget kontrollen i Donbass, som omfatter de to selvudnævnte republikker Donetsk og Luhansk.",taget,single_word
9154369,"Flere større ukrainske byer er også kommet under russisk kontrol, men det har stadig ikke været muligt for Rusland at trænge ind i hjertet af den ukrainske hovedstad, Kiev.",hjertet,single_word
9154369,"Flere større ukrainske byer er også kommet under russisk kontrol, men det har stadig ikke været muligt for Rusland at trænge ind i hjertet af den ukrainske hovedstad, Kiev.",kommet,single_word
9154369,"Ruslands hær har dog placeret en konvoj af militære køretøjer og soldater nord for Kiev, der strækker sig længere end 60 kilometer.",strækker,single_word
9154369,"Kherson, som ligger ved Dnepr-flodens udmunding i Sortehavet, er ifølge internationale medier kommet under russisk kontrol.",kommet,single_word
9165073,Efter skilsmisse: Nu taler hun ud,taler ud,MultiWordExpression
9165073,"Mette Kragh Nielsen fortæller åbent og ærligt om, hvorfor hun har ladet sig skille fra Morten, som hun blev gift med i DR-programmet 'Gift ved første blik' sidste år",åbent,single_word
9165073,"Mette Kragh Nielsen fortæller åbent og ærligt om, hvorfor hun har ladet sig skille fra Morten, som hun blev gift med i DR-programmet 'Gift ved første blik' sidste år",skille,single_word
9165073,og de levede lykkeligt til deres dages ende.,ende,single_word
9165073,"Sådan lyder de fortryllende ord i eventyr, men desværre har ikke alle eventyr en lykkelig slutning.",fortryllende,single_word
9165073,"Sådan lyder de fortryllende ord i eventyr, men desværre har ikke alle eventyr en lykkelig slutning.",lyder,single_word
9165073,"Sådan lyder de fortryllende ord i eventyr, men desværre har ikke alle eventyr en lykkelig slutning.",eventyr,single_word
9165073,"Det skyldes ikke mindst parrets forskelligheder, fortæller Mette, der i øjeblikket døjer med corona, til Ekstra Bladet.",skyldes,single_word
9165073,- Vi havde det godt på mange punkter.,punkter,single_word
9165073,Men forskellighederne begyndte at spænde ben for os.,spænde ben,MultiWordExpression
9165073,"Ting, der før fungerede, ændrede sig og skabte større bump på vejen, end hvad godt er, siger hun og tilføjer, at det var hende, der søgte om skilsmisse.",søgte,single_word
9165073,"Af hensyn til Morten vil Mette dog ikke gå i dybden med, hvad forskellighederne går ud på.",gå i,MultiWordExpression
9165073,"Af hensyn til Morten vil Mette dog ikke gå i dybden med, hvad forskellighederne går ud på.",i dybden,MultiWordExpression
9165073,"Men det skyldes ikke Mortens støj , der ellers tit er blevet beskrevet som eksparrets største udfordring, forsikrer hun.",skyldes,single_word
9165073,"- Jeg kan sige så meget, at støjen fyldte minimalt for mig.",fyldte,single_word
9165073,"Ærgerlig slutning Selvom de to på ingen måde fortryder deres deltagelse i DR-programmet, er det ifølge Morten stadig ærgerligt, at kærligheden er gået i stykker.",i stykker,MultiWordExpression
9165073,"Ærgerlig slutning Selvom de to på ingen måde fortryder deres deltagelse i DR-programmet, er det ifølge Morten stadig ærgerligt, at kærligheden er gået i stykker.",gået,single_word
9165073,- På lang sigt kunne vi ikke få enderne til at mødes.,På sigt,MultiWordExpression
9165073,- På lang sigt kunne vi ikke få enderne til at mødes.,enderne,single_word
9165073,- På lang sigt kunne vi ikke få enderne til at mødes.,lang,single_word
9165073,- På lang sigt kunne vi ikke få enderne til at mødes.,mødes,single_word
9165073,"Jeg er røget ind i nogle gamle mønstre, jeg har begået nogle af de samme fejl igen, sagde han til Ekstra Bladet tirsdag .",gamle mønstre,CHUNK
9165073,"Jeg er røget ind i nogle gamle mønstre, jeg har begået nogle af de samme fejl igen, sagde han til Ekstra Bladet tirsdag .",røget,single_word
9165073,"- Vi skal begge to lige trække vejret, men jeg regner med, at vi kan skilles som venner.",trække vejret,CHUNK
9165073,"- Vi skal begge to lige trække vejret, men jeg regner med, at vi kan skilles som venner.",skilles,single_word
9165073,"Det er altid ærgerligt, når noget går i stykker.",i stykker,MultiWordExpression
9165073,"Det er altid ærgerligt, når noget går i stykker.",går,single_word
9165073,"Det er altid ærgerligt, når noget går i stykker.",altid,single_word
9165073,"Jeg ved, mange har heppet på os.",heppet,single_word
9165073,"Jeg ville gerne have lykkedes i det, lød det videre.",lød,single_word
9165073,Cornett fra DR's kærlighedseksperiment giver her opskriften på det evige parforhold.,opskriften,single_word
9536130,"En norsk milliardær har stillet en replika af statuen 'Frygtløs pige' med en hijab i hånden hen foran den iranske ambassade i Oslo, en handling der ikke er faldet i god iransk jord",i god,MultiWordExpression
9536130,"En norsk milliardær har stillet en replika af statuen 'Frygtløs pige' med en hijab i hånden hen foran den iranske ambassade i Oslo, en handling der ikke er faldet i god iransk jord",god jord,MultiWordExpression
9536130,"En norsk milliardær har stillet en replika af statuen 'Frygtløs pige' med en hijab i hånden hen foran den iranske ambassade i Oslo, en handling der ikke er faldet i god iransk jord",faldet i,MultiWordExpression
9536130,"Den iranske ambassade i Oslo fik i sidste uge besøg af en uindbundt gæst, der hverken blev budt på kaffe eller småkager.",gæst,single_word
9536130,"Med intentionen om at vise utilfredshed omkring de politiske uroligheder, der foregår i Iran for tiden.",vise,single_word
9536130,"For at gøre det havde milliardæren givet statuen en hijab i hånden for at vise sin sympati med de iranske piger og kvinder, der demonstrerer på livet løs for bedre rettigheder i landet.",vise,single_word
9536130,"Besøget af statuen blev dog ikke taget så godt imod af den iranske ambassade, der i et skriftligt svar til VG udtaler, at 'det er en skammelig praksis at misbruge et kunstværk til uhyggelige politiske formål.",uhyggelige,single_word
9536130,"I samme svar understregede ambassaden, at der rettere burde være fokus på de amerikanske sanktioner, der er pålagt landet og det iranske folk.",understregede,single_word
9536130,"I samme svar understregede ambassaden, at der rettere burde være fokus på de amerikanske sanktioner, der er pålagt landet og det iranske folk.",fokus,single_word
9536130,"I samme svar understregede ambassaden, at der rettere burde være fokus på de amerikanske sanktioner, der er pålagt landet og det iranske folk.",pålagt,single_word
9536130,"En kommentar, der ifølge Christian Ringnes, rammer fuldstændig ved siden af.",ved siden,MultiWordExpression
9536130,"En kommentar, der ifølge Christian Ringnes, rammer fuldstændig ved siden af.",siden af,MultiWordExpression
9536130,"En kommentar, der ifølge Christian Ringnes, rammer fuldstændig ved siden af.",rammer,single_word
9536130,"En kommentar, der ifølge Christian Ringnes, rammer fuldstændig ved siden af.",fuldstændig,single_word
9536130,"'Det handler om et regime, der behandler sine borgere frygtelig dårligt og krænker grundlæggende menneskerettigheder.",frygtelig,single_word
9536130,"Det må være svært for dem at svare på virkeligheden, og så kan det være fristende at svare på noget helt andet.",helt andet,CHUNK
9536130,"Det svar er lige så dårligt som den praksis, de følger,' udtaler milliardæren til VG.",følger,single_word
9278967,"Herefter går vi nogle dage i møde, hvor der stadig kan komme små byger, men det bliver langt mere stilfærdigt, og der vil også komme lidt sol, fortæller Henning Gisselø.",i møde,MultiWordExpression
9278967,"Herefter går vi nogle dage i møde, hvor der stadig kan komme små byger, men det bliver langt mere stilfærdigt, og der vil også komme lidt sol, fortæller Henning Gisselø.",går i,MultiWordExpression
9278967,"Herefter går vi nogle dage i møde, hvor der stadig kan komme små byger, men det bliver langt mere stilfærdigt, og der vil også komme lidt sol, fortæller Henning Gisselø.",langt,single_word
9300411,Ferrari på spil i sag om vanvidskørsel,på spil,MultiWordExpression
9300411,Salg af konfiskerede biler har ikke været en guldgrube for staten ind til nu.,guldgrube,single_word
9300411,"De biler, der som regel bliver brugt til vanvidskørsel, er ikke nødvendigvis luksusbiler - nærmest tværtimod.",nærmest,single_word
9300411,Næsten 1000 køretøjer var blevet beslaglagt frem til 20.,frem,single_word
9300411,"marts indbragt statskassen i alt 2,6 millioner kroner, oplyser Rigspolitiet i svaret.",oplyser,single_word
9300411,"Og det kan være, at der snart ruller millioner ind i statskassen fra vanvidsbilisme.",ruller,single_word
9300411,"Torsdag skal Retten i Hillerød tage stilling i en sag om en bil, der er indregistreret som Ferrari 488 Spider fra 2018.",stilling,single_word
9300411,"Ferrarien blev beslaglagt i april sidste år, da politiet greb en mand i at køre 210 kilometer i timen på Frederiksundsmotorvejen.",greb,single_word
9300411,"Og igen til november er der en sag, der kan give indtjeningen til statskassen et godt nøk opad.",nøk,single_word
9300411,"Og igen til november er der en sag, der kan give indtjeningen til statskassen et godt nøk opad.",opad,single_word
9233122,"Det tal kan dog stige, hvis ordningen viser sig at være en succes, og den kan måske ende med også at omfatte dyr som mus og zebrafisk.",viser sig,MultiWordExpression
9233122,"Det tal kan dog stige, hvis ordningen viser sig at være en succes, og den kan måske ende med også at omfatte dyr som mus og zebrafisk.",stige,single_word
9233122,"Man kan håbe, at en lignende ordning en dag vil komme til Danmark, så de danske forsøgsrotter også kan have noget at se frem til i deres pension.",komme til,MultiWordExpression
9193502,"Danske Toke Terkelsen har sat sig for at hjælpe de mennesker, som er i nød i kølvandet på krigen i Ukraine.",kølvandet på,MultiWordExpression
9193502,"Danske Toke Terkelsen har sat sig for at hjælpe de mennesker, som er i nød i kølvandet på krigen i Ukraine.",i kølvandet,MultiWordExpression
9193502,Derfor er det for ham nærliggende at tilbyde hjælp i form af gratis husly på nogle af hotellerne.,nærliggende,single_word
9193502,"Inden for de seneste uger har historierne om russere, der er strandet i udlandet, floreret på diverse medier.",strandet,single_word
9193502,"Især er mange russiske statsborgere strandet i netop Thailand - blandt andet på grund af, at en lang række fly til Rusland er blevet aflyst.",lang række,CHUNK
9193502,"Især er mange russiske statsborgere strandet i netop Thailand - blandt andet på grund af, at en lang række fly til Rusland er blevet aflyst.",strandet,single_word
9193502,"Dertil står flere af de russiske turister i en situation, hvor de dels ikke kan betale for deres regninger på ferien, og dels har de ikke penge til at rejse hjem.",står,single_word
9193502,"Årsagen er de mange økonomiske sanktioner, som Vesten har pålagt Rusland.",pålagt,single_word
9193502,"Det er blandt andet derfor, at Toke Terkelsen har valgt at træde til for at hjælpe de strandede russere i Thailand.",træde til,MultiWordExpression
9193502,"Det er blandt andet derfor, at Toke Terkelsen har valgt at træde til for at hjælpe de strandede russere i Thailand.",strandede,single_word
9193502,"Så de her stakkels mennesker sender deres kærester og koner hjem, fordi de løber tør for penge.",løber tør,MultiWordExpression
9193502,"Deres betalingsmidler er lukkede, siger han til B.",lukkede,single_word
9193502,"Toke Terkelsen har oplevet, at mange har set sig sure på ham, fordi han har valgt at hjælpe russere frem for udelukkende at give en hjælpende hånd til de krigsramte ukrainere.",en hjælpende,MultiWordExpression
9193502,"Toke Terkelsen har oplevet, at mange har set sig sure på ham, fordi han har valgt at hjælpe russere frem for udelukkende at give en hjælpende hånd til de krigsramte ukrainere.",hjælpende hånd,MultiWordExpression
9193502,"Toke Terkelsen har oplevet, at mange har set sig sure på ham, fordi han har valgt at hjælpe russere frem for udelukkende at give en hjælpende hånd til de krigsramte ukrainere.",set,single_word
9232585,Lindstrøm-mareridt: Udgår skadet i sejr,mareridt,single_word
9232585,Efter bare et minut kom Frankfurt foran 1-0 på et mål af den velspillende kantspiller Ansgar Knauff.,foran,single_word
9232585,"Senere i første halvleg havde Knauff endnu en stor chance, og han var generelt svær at håndtere for West Hams forsvar, der manglede fart over for den 20-årige tysker.",stor,single_word
9232585,"Senere i første halvleg havde Knauff endnu en stor chance, og han var generelt svær at håndtere for West Hams forsvar, der manglede fart over for den 20-årige tysker.",håndtere,single_word
9232585,"Den tyske keeper fik akkurat snittet bolden med den ene fod, så den prellede af på stolpen.",snittet,single_word
9232585,"Det var den danske landsholdsspiller, som med en perfekt stikning sendte Djibril Sow i dybden.",perfekt,single_word
9232585,"Skidt nyt for danskeren, der har haft en god sæson indtil nu.",Skidt,single_word
9232585,"I tillægstiden fik Bowen saksesparket bolden på overliggeren, så han havde to forsøg på stængerne samlet set.",set,single_word
9119988,Harder er tilbage på landsholdet,tilbage,single_word
9119988,"Pernille Harder er blandt de 23 spillere, der skal repræsentere Danmark ved den stærkt besatte Algarve Cup",stærkt,single_word
9119988,"Pernille Harder er blandt de 23 spillere, der skal repræsentere Danmark ved den stærkt besatte Algarve Cup",besatte,single_word
9119988,Efter at have misset den seneste landsholdssamling i november er anfører Pernille Harder atter klar til trække i landsholdstrøjen og spille kamp for Danmark.,i landsholdstrøjen,MultiWordExpression
9119988,Efter at have misset den seneste landsholdssamling i november er anfører Pernille Harder atter klar til trække i landsholdstrøjen og spille kamp for Danmark.,trække i,MultiWordExpression
