doc_id,tagged_word,Sentence,tag,type
9300411,greb,"Ferrarien blev beslaglagt i april sidste år, da politiet greb en mand i at køre 210 kilometer i timen på Frederiksundsmotorvejen.",MTP,single_word
9109649,grebet,"- Vi har forsøgt at køre sagen med advokat, og vi ville egentlig undgå medierne, men nu er vi kommet så tæt på deadline, og de svarer os ikke inde i ministeriet, så vi er grebet af panik, siger Lars Friis.",MTP,single_word
9287614,groft,"Christian Nørgaard, der er direktør i Copenhagen Lightproduction, som leverer generatorerne, oplyser, at de tilsammen leverer 800 kilowatt, hvilket groft sagt svarer til elforbruget i 'en mindre landsby'.",MTP,single_word
9362377,grund,"Læs mere på Videnskab.dk: Forsker: 'Der er god grund til at skyde katte' Solarz mener dog stadig, at katten '100 procent lever op til' kravene for at kunne betegnes som en fremmed, invasiv art, skriver Videnskab.dk.",MTP,single_word
9183119,grund,"Jeg er ikke i tvivl om, at den, som har iværksat kampagnen imod mig, netop spiller det kort af samme grund.",MTP,single_word
9183086,grund,"Skulle først hente penge Af hvilken grund, de skulle komme til Kalundborg, blev ikke nævnt i retten.",MTP,single_word
9287614,grunde,"Parken har af økonomiske grunde ingen planer om at udvide beredskabet til Superliga-kampe I UEFA-regi er det en del af kontrolproceduren, at værtsklubberne kan bevise, at man har et nødanlæg.",MTP,single_word
9109649,grundlaget,"'Styrelsen for International Rekruttering og Integration inddrager hermed din opholdstilladelse i Danmark som medfølgende familiemedlem til Akanksha Roy, idet grundlaget for din opholdstilladelse ikke længere er til stede, fordi Akanksha Roy nu er dansk statsborger.'",MTP,single_word
9074978,grundlaget,"Det var først lørdag, at Djokovics advokater fortalte, at en positiv coronatest fra den 16. december dannede grundlaget for verdensetterens dispensation.",MTP,single_word
9307123,gruppe,"Polen er ved VM i gruppe med Argentina, Saudi-Arabien og Mexico.",MTP,single_word
9448683,grus i maskineriet,"Ifølge ABC News forsøger Trumps forretningsimperium nu at kaste grus i maskineriet, så retssagen først kan køre efter det amerikanske midtvejsvalg i starten af november.",MTP,ContiguousMWE
9039670,grænseoverskridende,"Konfrontation: Michael Dyrby siger, at tonen på TV 2 i dag ville blive opfattet som 'grænseoverskridende sexistisk', 8/11-21 (bt, sexisme, metoo)",MTP,single_word
9300411,guldgrube,Salg af konfiskerede biler har ikke været en guldgrube for staten ind til nu.,MTP,single_word
9471224,gyserafslutning,Danmark misser VM-finale efter gyserafslutning,MTP,single_word
9310134,gå,"Vi håbede ellers, at vi ville gå fri for det, men det har vi ikke formået.",MTP,single_word
9344447,gå,Slået tilbage til nul flere gange Joan Larsen begyndte at gå ned i vægt.,MTP,single_word
9287614,gå,"Han forklarer, at det vil tage 10-15 minutter at få det hele op at køre på de to vigtigste felter, mens det øvrige stadion vil gå på en slags nødbelysning.",MTP,single_word
9243597,gå,"De skal blandt andet gå til investeringer i klubbens stadion, Stamford Bridge, og klubbens førstehold, kvindehold og ungdomsakademi.",MTP,single_word
9165073,gå i dybden,"Af hensyn til Morten vil Mette dog ikke gå i dybden med, hvad forskellighederne går ud på.",MTP,ContiguousMWE
9280497,gå i offensiven eller defensiven,"- Under corona, da det var allerværst, og vi fik et minus, skulle vi beslutte os for, om vi ville gå i offensiven eller defensiven.",MTP,CHUNK
9348201,gå til angreb,"- Jeg mente ikke, at det var nødvendigt at gå til angreb på det tidspunkt.",MTP,ContiguousMWE
9182666,gåde,Årsagen til ulykken er stadig en gåde.,MTP,single_word
9310134,gået,"Jeg er gået fri indtil videre og har ingen symptomer, så jeg satser på, at det bliver ved sådan, lyder det fra Niels Olsen, der fortæller, at han selv var smittet med coronavirus tilbage i december.",MTP,single_word
9189461,gået,"Derfor har visse dele af fodboldsnakken siden da også gået på, om Danmark var et bedre hold uden Eriksen.",MTP,single_word
9288146,gået,"TMZ skriver, at Ye, der tidligere var kendt som Kanye West, og Chaney Jones er gået fra hinanden efter blot fire måneder som par",MTP,single_word
9316321,gået,"Det svarer til en månedsløn på godt 280.000 kroner, hvis alle pengene er gået til hende selv.",MTP,single_word
9165073,gået,"Ærgerlig slutning Selvom de to på ingen måde fortryder deres deltagelse i DR-programmet, er det ifølge Morten stadig ærgerligt, at kærligheden er gået i stykker.",MTP,single_word
9264531,gået,Men han måtte afgive topplaceringen til den upåagtede chilener Mito Pereira efter at have gået en runde i tre slag over par.,MTP,single_word
9280497,gået i offensiven,"Den administrerende direktør, Allan Vad Nielsen, mener, at selskabet nyder godt af at være gået i offensiven efter coronanedlukninger i 2020.",MTP,CHUNK
9214940,gået stille med dørene,"Parret har en lille søn, Mio, sammen, og derfor forklarede Anna Seneca også i forbindelse med bruddet, at de bevidst var gået stille med dørene om deres brud, som havde været undervejs i noget tid, efter Oliver Erngart havde indrømmet, at han havde været Anna Seneca utro.",MTP,ContiguousMWE
9227539,går,"Kontrolleret af tidligere PET-chefer Timerne går, og først efter midnat banker det på døren.",MTP,single_word
9064323,går,Ekspert: Sådan går det din pension i 2022,MTP,single_word
9448683,går,Der går nærmest ikke en dag uden at de amerikanske medier har store overskrifter om Donald Trumps mange juridiske problemer.,MTP,single_word
9243597,går,"21,7 milliarder går til at overtage samtlige aktier i klubben.",MTP,single_word
9438171,går,"Hvordan det går Olivia og Patrick og de fire øvrige par, kan ses torsdag på DR.",MTP,single_word
9165073,går,"Det er altid ærgerligt, når noget går i stykker.",MTP,single_word
9109649,går,"Nu går hun i 3.g på Frederiksberg Gymnasium, og efter planen skulle hun have sat huen på sit hoved som bevis på tre års hårdt arbejde.",MTP,single_word
9264531,går,"), og så ser vi, hvordan det går, sagde golfstjernen til PGA Tour.",MTP,single_word
9287614,går,"- Vi får strøm fra tre forskellige transformerstationer ude i elnettet, så sandsynligheden for, at strømmen går, er i forvejen relativt lille.",MTP,single_word
9287614,går,"Den overtager, hvis strømmen går, så vi kan fortsætte uden afbrydelse, siger Lars Pedersen, FC Midtjyllands Head of Security, til Ritzau.",MTP,single_word
9288146,går,"Mediet skriver, at der nu går rygter om, at den verdensberømte sanger nu dater modellen Monica Corgan, som han for nyligt tog med under armen for at se filmen 'Top Gun: Maverick'.",MTP,single_word
9126957,går,Nu går sprinteren på pension efter en lang karriere,MTP,single_word
9296130,går,"På onsdag starter Putins årlige økonomiforum, hvor den russiske præsident plejer at skulle vise, hvor godt det går.",MTP,single_word
9288146,går hver til sit,"Ye, som tidligere var kendt som Kanye West, og kæresten Chaney Jones går hver til sit efter blot fire måneder som kærester.",MTP,ContiguousMWE
9278967,går i møde,"Herefter går vi nogle dage i møde, hvor der stadig kan komme små byger, men det bliver langt mere stilfærdigt, og der vil også komme lidt sol, fortæller Henning Gisselø.",MTP,NonContiguousMWE
9536130,gæst,"Den iranske ambassade i Oslo fik i sidste uge besøg af en uindbundt gæst, der hverken blev budt på kaffe eller småkager.",MTP,single_word
9086724,haft,"Men tyve minutter inde i anden halvleg udlignede colombianske Kevin Agudelo, og dybt inde i overtiden sikrede angriberen Emmanuel Gyasi udeholdet alle tre point, efter at Provedel netop havde haft et par store redninger på forsøg fra Zlatan Ibrahimovic i den anden ende.",MTP,single_word
9119988,halvblød,"For mens store dele af de seneste kvalifikationsturneringer har budt på halvblød modstand, skal Danmark møde mindst to stærke modstandere i Algarve.",MTP,single_word
9109649,halve,"Hun tog et intensivt sprogforløb, som hun gennemførte på den halve tid.",MTP,single_word
9448683,halvvejs,En offentlig anklager er nu cirka halvvejs i gennem vidneafhøringerne.,MTP,single_word
9417113,hamrede,Polakken blev på banen og hamrede endnu et mål i nettet midtvejs i anden halvleg.,MTP,single_word
9189461,hamrede,"Og de hollandske modstandere hamrede igennem med en sådan kraft og ærgerrighed, så man næsten sad og håbede, at Christian Eriksen ikke skulle ind til den øretæve.",MTP,single_word
9189461,hang,I 45 minutter hang Hjulmands energiforladte og tamme taktiske oplæg og koncept som en slatten boksebold i den ene ende af Amsterdam Arena.,MTP,single_word
9264442,har,"Et andet emne er Lyngbys Magnus Kaastrup, der har en fortid i AGF, men hans exit fra klubben blev uskønt, og det er ikke aktuelt med en genforening.",MTP,single_word
9350265,har,"Plus at UAE har problemer med holdet og måske ikke har kørt så klogt endda, siger Brian Holm.",MTP,single_word
9511812,hav,I det store hav af grønne og gule farver var der dog også et par enkelte tilskuere i rødt og hvidt.,MTP,single_word
9086724,havde,"Milan havde egentligt rigeligt med chancer til at vinde sit opgør mod Spezia fra den tunge ende af Serie A, men gæsternes målmand Ivan Provedel leverede en pragtindsats.",MTP,single_word
9098140,havde,"Jeg havde givet alt, hvad jeg havde i træningen op til OL og i min indsats til OL.",MTP,single_word
9074978,havde,"- Der er intet, der tyder på, at ansøgeren havde 'akut alvorlig medicinsk sygdom' i december 2021.",MTP,single_word
9086724,havde,Mindre slinger i valsen havde Napoli i sin udekamp mod Bologna.,MTP,single_word
9422718,havde på bagen,Hans soft-dæk havde faktisk ikke super mange omgange på bagen.,MTP,NonContiguousMWE
9098140,have pungen op af lommen,"Anders Antonsen har i en video på Youtube afsløret sagen, og Badminton Danmark bekræfter over for TV 2 Sport, at de to stjernespillere må have pungen op af lommen.",MTP,ContiguousMWE
9166397,hele vejen,I 2019 nåede han desuden hele vejen til fjerde runde i Wimbledon.,MTP,CHUNK
9245252,hele vejen rundt,"Bagefter fik Mørkøv en stor krammer af Cavendish, og der var brede smil hele vejen rundt.",MTP,ContiguousMWE
9166397,hen ad vejen,Rune havde langt hen ad vejen styr på fejlene og viste et højere niveau end amerikaneren.,MTP,ContiguousMWE
9183119,henkastet,Det har jeg højst gjort i en henkastet bemærkning.,MTP,single_word
9183119,henkastet,"At have gjort det en enkelt gang i en henkastet bemærkning er ikke systematisk og langvarigt, siger Viggo Jonasen til Ekstra Bladet.",MTP,single_word
9350265,hentet,"Undervejs har holdet hentet seks etapesejre, og Jumbo-Visma har domineret i bjergene, på enkeltstarter og i udbrud.",MTP,single_word
9165073,heppet,"Jeg ved, mange har heppet på os.",MTP,single_word
9529149,hersker,Artiklen fortsætter under billedet... Der hersker fortsat en del usikkerhed om omfanget.,MTP,single_word
9052298,hevet,"Det er den store hammer, der er hevet frem i USA, efter omikron har gjort sit indtog i verden.",MTP,single_word
9323469,hiver,Hiver og flår i Dreyer - FCM med i kampen,MTP,single_word
9086724,hjem,"Brasilianske Rafael Leao lobbede kort efter Milan på 1-0, og det lignede en formsag at køre de tre point hjem i anden halvleg.",MTP,single_word
9090115,hjertet,"Efter nattens resultat siger præsidenten i en udtalelse ifølge Reuters: - Min administration vil aldrig stoppe med at kæmpe for at sikre, at hjertet og sjælen i vores demokrati - rettigheden til at stemme - er beskyttet for enhver pris.",MTP,single_word
9154369,hjertet,"Flere større ukrainske byer er også kommet under russisk kontrol, men det har stadig ikke været muligt for Rusland at trænge ind i hjertet af den ukrainske hovedstad, Kiev.",MTP,single_word
9086724,hjælpeløse,I mandagens sene kamp gennemtævede subtopholdet Fiorentina på hjemmebane hjælpeløse Genoa med hele 6-0.,MTP,single_word
9529149,holde,Ifølge nyhedsbureauet AP har der i mindst otte byer søndag været problemer med at holde demonstrationer nede.,MTP,single_word
9128946,holde,"Lørdag kunne Jyllands-Posten berette, at Rusland vil holde amerikanske soldater væk fra Bornholm i forbindelse med Danmarks kommende forhandlinger om et militært samarbejde med USA.",MTP,single_word
9154369,holde,"Vladimir Putin har underskrevet et dekret, der sigter efter at holde udenlandske valutaer i Rusland",MTP,single_word
9040534,holde,"- Nu klipper vi den færdig, og så skal jeg holde en lang sommerferie derhjemme i Danmark og have det skønt og gå rundt i sandaler og lave jordbærmarmelade, siger hun.",MTP,single_word
9427193,holde,"Og så er det en god idé at finde en toilet-ven i køen, der kan holde pladsen, hvis man er nødt til at forlade den et øjeblik for at træde af på naturens vegne, lyder det.",MTP,single_word
9230440,holde,"I København vil statsminister Mette Frederiksen (S) holde tale i forbindelse med arrangementet, mens udenrigsminister Jeppe Kofod (S) taler i Aarhus.",MTP,single_word
9264442,holde fast,"AGF kigger også på chancen for at holde fast i Mustapha Bundu, hvis lejeaftale udløber nu.",MTP,ContiguousMWE
9227539,holder,"Ellers holder du heller ikke længe i det job, siger han.",MTP,single_word
9529149,holder fast,"Kina holder som den sidste store økonomi fast i sin nedlukningspolitik, mens resten af verden forsøger af sameksistere med virusset.",MTP,NonContiguousMWE
9205478,holder kort tæt til kroppen,"Torsdag morgen mødte betjente op på en villavej i en mindre by nær Slagelse, men politiet holder sagens kort tæt til kroppen.",MTP,NonContiguousMWE
9471224,holdt,"Danskerne holdt spændingen intakt i hele kampen, selv om de stærke australiere i tredje og fjerde periode skabte et forspring.",MTP,single_word
9083738,holdt,Et defensivt udgangspunkt og en vågen Kepa Arrizabalaga i målet holdt ellers længe gæsterne fra London på omgangshøjde.,MTP,single_word
9471224,holdt hovederne kolde,Men de australske spillere holdt hovederne kolde i den dramatiske afslutning og kørte sejren i hus.,MTP,ContiguousMWE
9511812,holdt hovedet koldt,"Heroic holdt dog hovedet koldt, og andet map endte 19-17 til danskerne.",MTP,NonContiguousMWE
9039670,holdt sig,"Tirsdag brød den nu tidligere chefredaktør Michael Dyrby sin tavshed , efter han havde holdt sig skjult i kølvandet på dokumentaren om sexisme på TV 2.",MTP,ContiguousMWE
9098140,hoste op med,"Begge spillere skal således hoste op med 25.000 kroner, skriver TV 2 Sport.",MTP,ContiguousMWE
9305630,hotelkongen,"Ifølge det norske dagblad Dagens Næringsliv solgte hotelkongen og hans selskab 'Strawberry Forever' hotellet til Starwood Capital for 1,5 milliarder norske kroner, hvilket Det svarede til knap 1,1 milliarder danske kroner.",MTP,single_word
9257030,hovednavn,"Kvintetten har fået stærke sange nok til at sammensætte en berusende sætliste, og for en stund afløser The Minds of 99 alkohol som Smukfests hovednavn.",MTP,single_word
9083738,hul,"Heller ikke nærmeste forfølger i tabellen, Chelsea, fik noget ud af mødet med Pep Guardiolas velsmurte fodboldmaskine og har nu et hul på 13 point op til førstepladsen.",MTP,single_word
9405240,hånd på rattet,"Men en sikker hånd på rattet er med til at sikre, at man ikke bliver ved med at skrue på skatte- og afgiftsknappen, siger han.",MTP,CHUNK
9105696,håndboldscene,Artiklen fortsætter efter videoen ... EM i håndbold: Jan Jensen sætter ord på Gidsel og hans entré på den internationale håndboldscene.,MTP,single_word
9189488,håndfuld,"Men en håndfuld centimeter i den forkerte retning, og den havde truffet comeback-kongen i hovedet.",MTP,single_word
9398525,håndtere,Erik Sviatchenko og anførerens forsvar kan til gengæld se frem til at skulle håndtere Lazios stjerneangriber Ciro Immobile i to opgør.,MTP,single_word
9232585,håndtere,"Senere i første halvleg havde Knauff endnu en stor chance, og han var generelt svær at håndtere for West Hams forsvar, der manglede fart over for den 20-årige tysker.",MTP,single_word
9287614,håndtere,"Selv hvis strømmen bliver slukket på hele Østerbro i København, er Parken rustet til at håndtere den slags nødsituationer",MTP,single_word
9344447,hård,"Det spiser Joan Men den indre motivation til at begynde at skabe de nødvendige ændringer kom først, da hun fik en hård besked fra sin læge.",MTP,single_word
9135754,hård modvind,"Hård modvind Ekstra Bladet har spurgt United Stage, hvordan genåbningen af landet kan medføre aflysninger om syv måneder, men arrangøren har ikke svaret konkret på spørgsmålet.",MTP,CHUNK
9135754,hård modvind,"I en mail lyder det blandt andet: 'De sidste to år har branchen været i hård modvind på grund af covid, men efter genåbningen i sommer troede vi, at vi var klar til at arrangere store koncerter igen.",MTP,CHUNK
9243597,hårde,"Den nuværende ejer er russiske Roman Abramovich, som er tæt forbundet med den russiske præsident, Vladimir Putin, og underlagt hårde sanktioner af den britiske regering.",MTP,single_word
9405240,hårdt,"Regeringen har blandt andet sat penge af til at hjælpe de borgere, der i øjeblikket er hårdt ramt af de stigende priser i samfundet.",MTP,single_word
9405240,hårdt,"- Vi har allerede lavet en række initiativer for danskerne, der er hårdt ramt, men inflationen forsvinder ikke i morgen, desværre.",MTP,single_word
9133702,hårdt,"- I første gennemløb lagde jeg lidt hårdt ud, og det tog på kræfterne, og jeg syrede lidt til.",MTP,single_word
9315367,hårdt,- Wimbledon var hårdt sidste år.,MTP,single_word
9367547,hårdt,"Selv om han til tider var på hårdt arbejde, slap han hæderligt fra kampen.",MTP,single_word
9231225,hårdt,"Midtvejs i halvlegen fik Viborg dog en lille overhånd på måltavlen ved at straffe udeholdets fejl hårdt, og den tendens fortsatte halvlegen ud.",MTP,single_word
9109649,hårdt,"Nu går hun i 3.g på Frederiksberg Gymnasium, og efter planen skulle hun have sat huen på sit hoved som bevis på tre års hårdt arbejde.",MTP,single_word
9183119,hældt,"Det er da charmerende, at Stiftstidende mener, at det er en god politisk sag at få sådan en som mig hældt ud.",MTP,single_word
9249028,hærget,I flere årtier har bevæbnede bander hærget de fattigste kvarterer i Port-au-Prince.,MTP,single_word
9405240,hævet,"- Denne regering har hævet skatter og afgifter med over ti milliarder kroner de seneste tre år, og dermed bevidst gjort det dyrere at være virksomhed og dansker, siger Troels Lund Poulsen.",MTP,single_word
9347340,høj,Han og de øvrige ryttere skal forvente flere etaper i høj varme.,MTP,single_word
9249028,høj,"Generelt har Haiti, der grænser op til Den Dominikanske Republik, i høj grad været plaget af bandekriminalitet, efter at præsident Jovenel Moïse blev likvideret i juli sidste år.",MTP,single_word
9347340,høje,"Han mener selv, at det skyldes, at han i flere måneder har forberedt sig specifikt på de høje temperaturer.",MTP,single_word
9347340,høje,På søndag i Paris er der udsigt til en temperatur i den høje ende af 30'erne.,MTP,single_word
9405240,høje,"Tidligere på måneden kom det frem, at godt 400.000 husstande havde fået udbetalt checken til at betale høje gasregninger, selv om flere af dem havde skrottet deres gasfyr for længe siden.",MTP,single_word
9338439,høje,Trods sin høje alder har Tom Jones kalenderen godt fyldt op.,MTP,single_word
9064323,høje,"2021 har budt på høje investeringsafkast, og det gælder naturligvis også for danskernes pensionsopsparinger.",MTP,single_word
9166397,højere,Rune havde langt hen ad vejen styr på fejlene og viste et højere niveau end amerikaneren.,MTP,single_word
9264442,højere,"Alt peger dog på, at AGF har højere prioriteter på den korte bane end en spiller, som det bliver dyrt at hente ind permanent.",MTP,single_word
9448683,højere,"Fordi Det Republikanske Parti for længst har droppet ideen om lov og orden og i langt højere grad bruger fortællingen om den dybe stat, som er efter Donald Trump.",MTP,single_word
9240183,højere,"- For en del af ukrainerne er den lave løn lidt højere end det beløb, de får udbetalt fra staten, siger han.",MTP,single_word
9166397,højere,"Da Holger Rune formåede at sortere fejlene ud af sit spil, var det tydeligt, at niveauet var højere end hos modstanderen.",MTP,single_word
9130831,højere,"Rigspolitiet har specificeret Passat med sportsundervogn, så bilerne i højere grad er klædt på til den krævende kørsel.",MTP,single_word
9119988,højere hylde,- Vi bliver matchet mod nationer fra en højere hylde end normalt i kvalifikationen.,MTP,ContiguousMWE
9064323,højest,"Han opstiller et eksempel: - Hvis man tager udgangspunkt i 2021 og kigger på en person, der havde en opsparing på 500.000 ved begyndelsen af året samt en lang tidshorisont og den højest mulige risikovillighed, så ville kunden have fået et afkast på over 20 procent - eller 100.000 kroner - i slutningen af året, fortæller han.",MTP,single_word
9240183,højeste,Arbejdstagerne vil altid søge at få de bedste jobs til de højeste lønninger.,MTP,single_word
9448683,højre hånd,"Trumps mangeårige højre hånd, Allen Weisselberg, erklærede sig i august skyldig i en række alvorlige anklager.",MTP,ContiguousMWE
9168155,højspændt,Også i belejrede Mariupol i det østlige Ukraine er situationen højspændt.,MTP,single_word
9183119,højst,Det har jeg højst gjort i en henkastet bemærkning.,MTP,single_word
9160114,højst,"Det forventes derfor, at de kan gøre en forskel i den kommende - højst sandsynligt meget blodige - kamp om hovedstaden Kiev.",MTP,single_word
9213902,højst,"Herefter tabte Danmarks ældste og højst rangerede spiller på holdet, 22-årige Sofia Samavati, med 1-6, 2-6 til Panna Udvardy, der er nummer 82 på den seneste verdensrangliste.",MTP,single_word
9448683,højt,En lang række højt profilerede vidner har afgivet erklæring i de offentlige høringer.,MTP,single_word
9511812,højt,"- Især foran et publikum som det her, der hepper så højt, at det kan være svært at kommunikere med hinanden, siger han.",MTP,single_word
9166397,højt,"Han har været rangeret så højt som nummer 25 på verdensranglisten, og han har to ATP-titler på cv'et.",MTP,single_word
9183119,højt,"- Men det virker ikke, som om du har agtet din yngre kollega særligt højt?",MTP,single_word
9362377,hører hjemme,"Akademiet påpeger, at katten blev domesticeret i Mellemøsten for omtrent 10.000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",MTP,ContiguousMWE
9471224,i første omgang,"Det betød i første omgang, at der sneg sig flere fejl ind, og at Australien udbyggede føringen, men danskerne skabte en spændingsfyldt afslutning, som australierne dog kom bedst ud af.",MTP,ContiguousMWE
9471224,i hus,Men de australske spillere holdt hovederne kolde i den dramatiske afslutning og kørte sejren i hus.,MTP,ContiguousMWE
9039670,i kølvandet på,"Tirsdag brød den nu tidligere chefredaktør Michael Dyrby sin tavshed , efter han havde holdt sig skjult i kølvandet på dokumentaren om sexisme på TV 2.",MTP,ContiguousMWE
9193502,i kølvandet på,"Danske Toke Terkelsen har sat sig for at hjælpe de mennesker, som er i nød i kølvandet på krigen i Ukraine.",MTP,ContiguousMWE
9404859,i kølvandet på,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",MTP,ContiguousMWE
9189461,i kølvandet på,"Det er ingen hemmelighed, at det danske landshold sprudlede i kølvandet på hans triste kollaps under første EM-kamp i Parken mod Finland.",MTP,ContiguousMWE
9216939,i kølvandet på,Det sker i kølvandet på fredagens optøjer i Örebro,MTP,ContiguousMWE
9422718,i nærheden af,"Jason Watt fælder dom over Italiens Grand Prix, hvor Max Verstappen var suveræn, og Kevin Magnussen ikke var i nærheden af pointene - se Watts karakterer herunder",MTP,ContiguousMWE
9438171,i ringen,"Træt og udmattet Overfor Ekstra Bladet uddyber hun nu, hvad der fik hende til at kaste håndklædet i ringen efter mindre end en uges tv-ægteskab.",MTP,ContiguousMWE
9417113,i sin hule hånd,"Med sejren i sin hule hånd kunne man måske tænke, at Barcelona ville give Lewandowski et hvil, men nej.",MTP,ContiguousMWE
9243597,i spidsen,Den britiske fodboldklub Chelsea har indgået en købsaftale med et konsortium med amerikanske Todd Boehly i spidsen.,MTP,ContiguousMWE
9086724,i spidsen,I weekenden blev den ukrainske angrebslegende Andriy Shevchenko fyret som cheftræner i Genoa efter blot to måneders ansættelse og ni kampe i spidsen for holdet.,MTP,ContiguousMWE
9280497,i spidsen,"Hummel er ejet af virksomheden Thornico, som Thor Stadil og sønnen Christian Stadil står i spidsen for.",MTP,ContiguousMWE
9216939,i spidsen,"Stram Kurs har med Rasmus Paludan i spidsen modtaget 5,3 millioner kroner i partistøtte efter folketingsvalget for snart tre år siden, men som det eneste parti på stemmesedlerne har Stram Kurs ikke aflagt det lovpligtige regnskab over indtægter og udgifter til Folketinget.",MTP,ContiguousMWE
9264442,i spil,"Forhandlingerne omkring Emil Berggreen er langt fremme, men også andre klubber er i spil.",MTP,ContiguousMWE
9160114,i stor stil,"LVIV, UKRAINE (Ekstra Bladet): Ukrainerne satser i stor stil på en 2.",MTP,ContiguousMWE
9160114,i stor stil,Nu skal ukrainerne bruge dem i stor stil mod netop truslen fra Moskva.,MTP,ContiguousMWE
9165073,i stykker,"Ærgerlig slutning Selvom de to på ingen måde fortryder deres deltagelse i DR-programmet, er det ifølge Morten stadig ærgerligt, at kærligheden er gået i stykker.",MTP,ContiguousMWE
9165073,i stykker,"Det er altid ærgerligt, når noget går i stykker.",MTP,ContiguousMWE
9249028,i vejret,Det har sendt antallet af mord og bortførelser i vejret.,MTP,ContiguousMWE
9448683,iagttagere,"Men så enkelt er det ikke, forklarer Niels Bjerre Poulsen: - Nogle iagttagere mener, at det rent faktisk gavner ham.",MTP,single_word
9230440,igennem,"Også 29. marts var præsidenten direkte igennem til Danmark med en tale, der blev vist på tv på Christiansborg.",MTP,single_word
9090115,ihjel,Filibuster-reglen handler populært sagt om at snakke et lovforslag ihjel.,MTP,single_word
9213902,ikke givet ved,Der blev ikke givet noget ved dørene.,MTP,NonContiguousMWE
9247001,ikon,"Artiklen fortsætter ... Lavtrangeret ikon Almindeligvis forbinder man ikonbeskrivelsen med elegante spillere som Cruyff, Laudrup, Messi eller Ronaldo.",MTP,single_word
9247001,ikon,Ikon stopper på Wembley,MTP,single_word
9210153,indbygget,"- Vi har budt en million kroner, og her er det et indbygget krav, at de penge bliver deponeret på en konto.",MTP,single_word
9243597,indefrossen,"I pressemeddelelsen fra Chelsea fremgår det imidlertid, at alle pengene fra salget vil blive overført til en indefrossen britisk bankbog, som er tiltænkt skal doneres til velgørende formål.",MTP,single_word
9243597,indefrøs,"Den britiske regering indefrøs cirka en uge senere alle Abramovichs aktiver på britisk territorium på grund af hans forbindelser til den russiske præsident, Vladimir Putin.",MTP,single_word
9206163,indeholder,"Den indeholder et stop for import af russisk kul, træ og vodka og andre tiltag, bekræfter diplomater over for dpa.",MTP,single_word
9448683,inderkreds,"Det skulle blandt andet ske ved at gennemgå telefonopkald, e-mails og vidneforklaringer fra folk i Trumps inderkreds .",MTP,single_word
9090115,indføre,"De henviser til, at amerikanske delstater, der regeres af republikanere, det seneste år har brugt tidligere præsident Donald Trumps usande beskyldninger om omfattende svindel ved valget i 2020 til at indføre skrappe valglove i deres stater.",MTP,single_word
9189488,indhentede,Dermed indhentede han Michael Laudrup på listen over de mest scorende spillere i landsholdets historie.,MTP,single_word
9098140,indsats,"Jeg havde givet alt, hvad jeg havde i træningen op til OL og i min indsats til OL.",MTP,single_word
9243597,indstillet,"Det har været en speget sag, fordi den britiske regering er fast indstillet på, at ingen af pengene fra salget af klubben skal ende i den nuværende ejers lommer.",MTP,single_word
9332888,indstillet,"'Med hensyn til flymekanikerne vil vi være indstillet på at klargøre fly, der, efter at I har indgået en aftale med piloterne, udtages til at hente de strandede charterrejsende hjem.",MTP,single_word
9166397,indtaget,Her bliver den ene ende af banen nemlig indtaget af den 25-årige Matteo Berrettini.,MTP,single_word
9040534,indtog,"- Du smadrede glasloftet for kvindelige instruktører, og du indtog verdensscenen, sagde hun blandt andet henvendt til Bier.",MTP,single_word
9052298,indtog,"Det er den store hammer, der er hevet frem i USA, efter omikron har gjort sit indtog i verden.",MTP,single_word
9307123,inventar,Derimod var han - når han ikke var skadet - fast inventar i Polens trup i VM-kvalifikationsturneringen.,MTP,single_word
9265976,iskolde,"PARKEN (Ekstra Bladet): I vinter var FC København iskolde, da tyske Augsburg tilbød dem hele 35 millioner kroner for Jens Stage.",MTP,single_word
9086724,jagten,"Bologna har nu tabt fire af sine seneste fem kampe og ligger nummer 13 i Serie A. Andreas Skov Olsen, der angiveligt er på vej videre i karrieren i jagten på mere spilletid, fik de sidste omkring 40 minutter på banen.",MTP,single_word
9404859,jerntæppet,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,MTP,single_word
9264442,jonglere,"Får AGF solgt de tre spillere, vil der være på den anden side af 40 mio. kr. for Bjørnebye at jonglere med til spillerindkøb, såfremt han ønsker at spille med musklerne og købe spillere fri.",MTP,single_word
9404859,jævne,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",MTP,single_word
9338439,kalenderen,Trods sin høje alder har Tom Jones kalenderen godt fyldt op.,MTP,single_word
